Loan Amount,Interest Rate,Income,Credit Score,Loan Term,Property Value,Debt-to-Income Ratio,Loan-to-Value,Income-to-Loan Ratio,Monthly Payment,Interest Burden,Credit Score Category,High Risk Flag,Employment Type,Loan Purpose,Marital Status,Dependents,Approved
134696,4.63,81543.36,612,16,303566.07,0.22,0.444,0.605,994.55,0.146,Fair,0,Salaried,Home Improvement,Married,1,1
154043.57,4.82,47788.3,510,12,223166.54,0.26,0.69,0.31,1410.69,0.354,Poor,0,Salaried,Home Purchase,Married,1,0
178137.07,3.55,54880.29,716,13,277498.94,0.41,0.642,0.308,1427.31,0.312,Good,0,Unemployed,Refinancing,Married,1,0
165006.53,3,98229.21,452,17,254277.11,0.5,0.649,0.595,1033.56,0.126,Poor,0,Self-employed,Home Improvement,Married,2,1
270968.94,3,120000,809,20,242795.17,0.26,1.116,0.443,1502.79,0.15,Excellent,0,Salaried,Home Improvement,Married,0,1
172093.5,6,97805.2,583,16,286613.39,0.29,0.6,0.568,1396.43,0.171,Fair,0,Salaried,Refinancing,Married,1,1
198135.66,3.95,55193.05,745,16,232851.9,0.3,0.851,0.279,1394.22,0.303,Very Good,0,Salaried,Other,Married,2,1
230067.84,3,78871.37,622,16,222121.1,0.21,1.036,0.343,1510.24,0.23,Fair,0,Salaried,Home Improvement,Single,0,1
339533.26,6,94330.45,579,16,400000,0.25,0.849,0.278,2755.1,0.35,Poor,0,Unemployed,Home Purchase,Married,0,0
192693.07,6,56015.99,618,10,159916.74,0.29,1.205,0.291,2139.29,0.458,Fair,0,Retired,Refinancing,Married,1,0
283068.36,5.93,45565.33,737,23,205841.31,0.35,1.375,0.161,1881.59,0.496,Good,0,Salaried,Home Purchase,Married,3,0
178437.21,3,94820.67,763,10,289977.46,0.35,0.615,0.531,1723,0.218,Very Good,0,Unemployed,Home Improvement,Married,0,1
248809.12,6,74312.16,691,22,299929.99,0.49,0.83,0.299,1699.55,0.274,Good,0,Self-employed,Home Purchase,Married,3,0
158147.35,3,84656.86,707,11,267172.83,0.28,0.592,0.535,1408.11,0.2,Good,0,Self-employed,Home Purchase,Married,1,1
240050.61,4.03,91051.59,741,27,320616.91,0.33,0.749,0.379,1216.68,0.16,Very Good,0,Salaried,Home Purchase,Single,0,0
181399.38,3.98,73263.72,409,10,249850.78,0.17,0.726,0.404,1834.51,0.3,Poor,0,Salaried,Refinancing,Married,2,0
245616.41,5.05,57867.99,709,13,150000,0.33,1.637,0.236,2150.56,0.446,Good,0,Salaried,Refinancing,Single,3,1
240311.35,4.5,85418.37,556,18,252021.04,0.3,0.954,0.355,1625.56,0.228,Poor,0,Self-employed,Home Purchase,Married,2,1
231321.64,3.45,88033.9,629,10,288017.7,0.19,0.803,0.381,2282.12,0.311,Fair,0,Self-employed,Refinancing,Married,0,1
221402.36,6,61507.99,526,21,222326.25,0.22,0.996,0.278,1547.29,0.302,Poor,0,Unemployed,Home Purchase,Divorced,0,0
176137.43,6,92829.66,606,10,194774.43,0.31,0.904,0.527,1955.49,0.253,Fair,0,Self-employed,Home Improvement,Married,2,0
236233.81,4.78,93213.67,655,14,281614.05,0.28,0.839,0.395,1931.87,0.249,Fair,0,Salaried,Home Purchase,Married,1,0
119920.43,4.05,72086.59,684,10,150000,0.41,0.799,0.601,1217.23,0.203,Good,0,Salaried,Home Purchase,Married,0,1
327674.8,6,77162.19,683,20,354878.19,0.5,0.923,0.235,2347.56,0.365,Good,0,Salaried,Home Improvement,Divorced,0,1
232221.4,5.83,74842.5,643,11,195060.03,0.28,1.191,0.322,2387.93,0.383,Fair,0,Unemployed,Home Purchase,Married,1,0
227109.1,3,105091.14,679,20,241083.27,0.42,0.942,0.463,1259.54,0.144,Good,0,Salaried,Home Purchase,Married,1,1
223613.05,6,57598.39,706,15,150000,0.18,1.491,0.258,1886.97,0.393,Good,0,Self-employed,Home Improvement,Single,2,1
162812.93,3,64513.53,680,10,262742.16,0.47,0.62,0.396,1572.13,0.292,Good,0,Retired,Home Purchase,Married,1,1
170175.89,3.57,81641.86,618,14,288270.29,0.23,0.59,0.48,1288.63,0.189,Fair,0,Salaried,Home Purchase,Single,0,0
212042.11,3,90822.09,622,10,291676.95,0.19,0.727,0.428,2047.49,0.271,Fair,0,Self-employed,Refinancing,Single,2,1
175664.39,3.47,58909.18,650,10,220290.71,0.13,0.797,0.335,1734.46,0.353,Fair,0,Salaried,Home Purchase,Married,0,0
140753.78,6,74290.51,850,10,150000,0.36,0.938,0.528,1562.66,0.252,Excellent,0,Salaried,Home Purchase,Single,1,1
195979.51,4.3,100612.53,509,15,179375.34,0.28,1.093,0.513,1478.85,0.176,Poor,0,Retired,Home Improvement,Single,0,0
217530.87,4.57,63197.4,673,10,367159.95,0.24,0.592,0.291,2262.33,0.43,Good,0,Self-employed,Home Purchase,Married,1,1
199394.94,3.04,73139.46,653,15,272879.38,0.32,0.731,0.367,1380.4,0.226,Fair,0,Self-employed,Home Purchase,Single,0,1
252623.95,5.31,85422.44,628,18,187394.85,0.21,1.348,0.338,1818.06,0.255,Fair,0,Salaried,Home Purchase,Married,1,0
208168.64,3,68943.9,482,10,237964.77,0.16,0.875,0.331,2010.09,0.35,Poor,0,Salaried,Home Purchase,Single,1,1
279275.08,3.75,92757.81,743,16,240456.66,0.35,1.161,0.332,1936.63,0.251,Very Good,0,Unemployed,Refinancing,Single,1,1
315323.64,4.03,86820.13,834,10,173181.6,0.18,1.821,0.275,3197.11,0.442,Excellent,0,Self-employed,Home Purchase,Single,2,0
193360.83,3.76,79862.99,754,14,177363.82,0.24,1.09,0.413,1481.77,0.223,Very Good,0,Self-employed,Home Improvement,Married,2,0
144249.74,4.63,59750.69,562,16,379353.11,0.29,0.38,0.414,1065.2,0.214,Poor,0,Salaried,Home Purchase,Married,1,0
142819.54,3,69335.58,558,12,316437.4,0.24,0.451,0.485,1182.24,0.205,Poor,0,Unemployed,Home Purchase,Single,1,1
197542.79,5.6,49804.65,741,16,150000,0.24,1.317,0.252,1559.52,0.376,Very Good,0,Self-employed,Home Improvement,Married,2,1
240105.38,3,62568.48,643,21,182446.01,0.43,1.316,0.261,1285.39,0.247,Fair,0,Self-employed,Home Purchase,Single,3,0
182595.15,6,65143.58,531,19,225623.11,0.21,0.809,0.357,1344.05,0.248,Poor,0,Retired,Home Improvement,Married,3,0
201318.07,4.81,40000,769,14,192561.82,0.34,1.045,0.199,1649.16,0.495,Very Good,0,Unemployed,Home Improvement,Divorced,1,1
174002.55,5.18,95854.65,593,10,157740.54,0.21,1.103,0.551,1860.69,0.233,Fair,0,Salaried,Home Improvement,Married,3,0
184137.66,3.24,64770.32,676,12,323854.44,0.22,0.569,0.352,1545.12,0.286,Good,0,Salaried,Home Purchase,Single,3,0
205455.3,3.53,60129.51,819,16,239182.8,0.23,0.859,0.293,1401.82,0.28,Excellent,0,Salaried,Home Purchase,Single,2,0
248783.34,6,65811.28,627,10,318426.26,0.23,0.781,0.265,2762.01,0.504,Fair,0,Salaried,Home Purchase,Single,2,1
246647.86,3,84892.69,412,25,216906.68,0.5,1.137,0.344,1169.63,0.165,Poor,1,Salaried,Refinancing,Married,0,0
100000,4.24,47353.23,455,19,187637.87,0.39,0.533,0.474,639.41,0.162,Poor,0,Self-employed,Home Purchase,Married,3,1
233963.16,4.27,81463.96,561,11,204627.69,0.42,1.143,0.348,2224.71,0.328,Poor,1,Unemployed,Home Purchase,Single,1,0
232408.85,4.93,76195.16,579,12,150111.15,0.25,1.548,0.328,2141.76,0.337,Poor,0,Salaried,Refinancing,Single,0,1
195607.64,4.6,88367.36,614,19,246033.89,0.41,0.795,0.452,1288.62,0.175,Fair,0,Self-employed,Home Improvement,Single,3,1
183141.51,4.94,104838.27,679,16,228056.64,0.21,0.803,0.572,1382.27,0.158,Good,0,Salaried,Home Improvement,Divorced,0,1
230256.16,3.41,99928.05,839,18,240000.65,0.19,0.959,0.434,1427.67,0.171,Excellent,0,Self-employed,Home Purchase,Single,1,1
206582.5,6,48535.93,662,29,150000,0.26,1.377,0.235,1253.97,0.31,Fair,0,Salaried,Home Purchase,Single,2,1
188555.72,4.27,58888.98,712,19,265844.89,0.35,0.709,0.312,1208.44,0.246,Good,0,Salaried,Home Purchase,Divorced,1,0
308577.56,5.81,95762.05,685,19,381951.8,0.46,0.808,0.31,2238.35,0.28,Good,0,Unemployed,Home Improvement,Single,3,1
225545.01,5.82,78950.7,532,11,205945.18,0.26,1.095,0.35,2317.3,0.352,Poor,0,Salaried,Home Purchase,Single,0,1
173429.12,3,93118.08,642,10,176910.11,0.42,0.98,0.537,1674.64,0.216,Fair,0,Salaried,Refinancing,Single,0,1
237325.03,3,72827.12,498,17,180308.03,0.31,1.316,0.307,1486.54,0.245,Poor,0,Salaried,Home Improvement,Married,1,0
221893.07,3.02,40000,624,18,400000,0.29,0.555,0.18,1333,0.4,Fair,0,Self-employed,Home Improvement,Single,1,0
219006.05,3.49,67439.21,648,10,311656.19,0.34,0.703,0.308,2164.54,0.385,Fair,0,Salaried,Home Purchase,Married,1,1
243456.2,4.66,92637.55,647,13,381797.83,0.41,0.638,0.381,2083.66,0.27,Fair,0,Salaried,Home Purchase,Married,2,0
176373.2,4.69,98784.14,725,13,287006.77,0.3,0.615,0.56,1512.4,0.184,Good,0,Self-employed,Home Purchase,Single,2,1
213183.52,3.06,81858.92,825,11,150000,0.29,1.421,0.384,1904.56,0.279,Excellent,0,Salaried,Home Purchase,Married,2,0
157673.09,3,57568.81,546,17,230280.49,0.28,0.685,0.365,987.62,0.206,Poor,0,Salaried,Refinancing,Single,1,1
240253.56,6,84371.49,569,13,247352.55,0.2,0.971,0.351,2221.68,0.316,Poor,0,Salaried,Home Purchase,Married,1,0
200869.71,5.57,92598.74,569,17,150000,0.26,1.339,0.461,1525.8,0.198,Poor,0,Self-employed,Other,Single,2,1
159437.76,5.24,89757.63,664,14,280871.59,0.27,0.568,0.563,1341.61,0.179,Fair,0,Self-employed,Refinancing,Married,3,1
197531.38,4.98,79798.04,706,10,232601.98,0.36,0.849,0.404,2093.21,0.315,Good,0,Salaried,Home Purchase,Married,0,1
211729.12,5.19,55559.49,829,11,245991.6,0.4,0.861,0.262,2109.08,0.456,Excellent,0,Self-employed,Home Improvement,Divorced,2,1
245133.22,3,95301.11,548,18,249456.75,0.22,0.983,0.389,1470.12,0.185,Poor,0,Salaried,Home Purchase,Single,2,1
261034.35,3,52941.39,537,10,270188.17,0.24,0.966,0.203,2520.57,0.571,Poor,0,Salaried,Home Purchase,Married,1,0
246686.23,5.2,69007.83,608,12,263322.17,0.3,0.937,0.28,2305.87,0.401,Fair,0,Self-employed,Refinancing,Single,0,1
226942.3,3,92097.55,754,18,242313.09,0.1,0.937,0.406,1361.03,0.177,Very Good,0,Self-employed,Home Purchase,Married,1,1
236990.07,4.89,101528.86,656,29,341094.41,0.22,0.695,0.428,1275.52,0.151,Fair,0,Salaried,Other,Single,0,1
186822.3,5.42,62958.93,776,10,342818.6,0.49,0.545,0.337,2020.12,0.385,Very Good,0,Retired,Home Improvement,Divorced,3,1
145422.05,6,64149.31,561,14,372723.49,0.3,0.39,0.441,1281.51,0.24,Poor,0,Salaried,Home Purchase,Married,2,1
166735.91,3.78,67390.89,635,17,203797.86,0.47,0.818,0.404,1109.22,0.198,Fair,0,Salaried,Home Improvement,Single,2,0
202417.91,3,75098.01,542,11,237937.6,0.26,0.851,0.371,1802.28,0.288,Poor,0,Salaried,Refinancing,Married,0,1
189842.35,5.83,60593.88,612,13,289748.66,0.44,0.655,0.319,1738.37,0.344,Fair,0,Self-employed,Home Purchase,Married,0,0
187744.94,3.89,63575.4,582,15,212802.35,0.25,0.882,0.339,1378.18,0.26,Fair,0,Salaried,Home Purchase,Single,0,0
213584.82,3,53602.65,524,18,342377.61,0.38,0.624,0.251,1280.92,0.287,Poor,0,Salaried,Home Purchase,Divorced,3,0
249591.4,3,48897.63,698,10,250463.32,0.35,0.997,0.196,2410.07,0.591,Good,0,Unemployed,Home Purchase,Married,0,1
214125.62,5.12,69805.05,832,11,169088.1,0.22,1.266,0.326,2125.15,0.365,Excellent,0,Salaried,Home Purchase,Married,1,1
175777.27,5.44,68444.87,623,12,262171.54,0.22,0.67,0.389,1664.79,0.292,Fair,0,Self-employed,Refinancing,Married,1,1
139263.41,4.23,71553.09,479,17,227602.32,0.42,0.612,0.514,958.79,0.161,Poor,0,Unemployed,Home Improvement,Single,0,0
192211.39,4.18,62756.16,566,20,318060.42,0.36,0.604,0.326,1183.28,0.226,Poor,0,Self-employed,Home Purchase,Single,0,0
100000,4.28,46731.87,637,13,304763.58,0.44,0.328,0.467,836.81,0.215,Fair,0,Self-employed,Home Purchase,Married,1,1
254499.46,3.98,60636.54,624,16,236015.37,0.36,1.078,0.238,1793.75,0.355,Fair,0,Salaried,Home Purchase,Married,2,0
204856.7,3,60576.12,738,10,206593.55,0.3,0.992,0.296,1978.11,0.392,Good,0,Salaried,Refinancing,Single,1,1
288499.99,3.71,45415.22,505,15,193592.05,0.34,1.49,0.157,2091.92,0.553,Poor,0,Salaried,Refinancing,Single,0,1
266929.16,4.06,84372.78,669,12,180445.79,0.29,1.479,0.316,2345.31,0.334,Fair,0,Self-employed,Home Improvement,Married,1,0
227536.49,5.75,58924.41,545,14,150000,0.28,1.517,0.259,1974.98,0.402,Poor,0,Unemployed,Home Improvement,Married,0,0
174975.97,3.09,71315.19,576,20,210753.04,0.49,0.83,0.408,978.42,0.165,Poor,0,Retired,Home Purchase,Single,0,0
181472.91,3.6,59413.59,564,17,150000,0.42,1.21,0.327,1190.8,0.241,Poor,1,Salaried,Home Purchase,Married,0,0
277919.23,4.96,62821.13,601,10,393496.84,0.29,0.706,0.226,2942.25,0.562,Fair,0,Self-employed,Home Purchase,Single,3,0
224103.53,3.24,66400.39,755,10,180503.2,0.35,1.242,0.296,2189.24,0.396,Very Good,0,Self-employed,Home Purchase,Married,2,1
134318.87,3.21,63051.18,641,19,151581.36,0.3,0.886,0.469,787.93,0.15,Fair,0,Salaried,Home Purchase,Single,0,0
183339.14,3,69635.51,729,13,348798.4,0.32,0.526,0.38,1420.73,0.245,Good,0,Retired,Home Purchase,Married,0,1
270555.77,6,78924.32,562,21,178893.35,0.1,1.512,0.292,1890.8,0.287,Poor,0,Retired,Home Purchase,Divorced,1,0
255117.29,4.97,92735.01,575,13,371371.42,0.4,0.687,0.363,2224.09,0.288,Poor,0,Unemployed,Home Improvement,Single,0,1
220378.25,5.49,54593.07,541,10,247045.32,0.17,0.892,0.248,2391.14,0.526,Poor,0,Salaried,Refinancing,Married,0,1
268196.26,3.45,40000,833,14,324652.43,0.35,0.826,0.149,2015.18,0.605,Excellent,0,Salaried,Refinancing,Single,1,0
137863.47,6,92915.11,799,12,205459.02,0.5,0.671,0.674,1345.34,0.174,Very Good,0,Salaried,Home Purchase,Divorced,1,1
170341.62,4.72,75791.71,641,11,345415.92,0.33,0.493,0.445,1657.04,0.262,Fair,0,Salaried,Home Improvement,Married,0,0
194563.05,5.22,80030.27,707,11,309030.79,0.33,0.63,0.411,1940.54,0.291,Good,0,Salaried,Home Purchase,Single,2,0
174919.09,4.73,61924.05,760,10,260532.56,0.45,0.671,0.354,1831.95,0.355,Very Good,0,Self-employed,Home Improvement,Married,1,1
237485.33,4.51,113385.84,818,15,208387.99,0.18,1.14,0.477,1818.06,0.192,Excellent,0,Salaried,Home Purchase,Single,3,1
240051.08,4.47,78759.07,452,18,323446.44,0.3,0.742,0.328,1620.19,0.247,Poor,0,Salaried,Home Purchase,Single,0,1
225428.68,3.08,67191.08,803,11,220373.82,0.36,1.023,0.298,2015.92,0.36,Excellent,0,Unemployed,Home Purchase,Single,1,1
148997.63,4.78,49963.1,665,16,327776.34,0.36,0.455,0.335,1112.1,0.267,Fair,0,Retired,Home Improvement,Single,3,0
288480.51,4.74,100499.4,614,14,345827.5,0.28,0.834,0.348,2353.24,0.281,Fair,0,Self-employed,Home Purchase,Married,0,1
216951.7,3.72,48062.45,552,15,241031.59,0.24,0.9,0.222,1574.91,0.393,Poor,0,Self-employed,Refinancing,Married,1,0
120360.32,3.76,116585.69,680,16,320961.17,0.21,0.375,0.969,835.2,0.086,Good,0,Salaried,Home Purchase,Married,2,1
139809.87,4.38,92798.5,798,15,337552.89,0.28,0.414,0.664,1061.17,0.137,Very Good,0,Salaried,Home Purchase,Single,2,1
162037.18,3,63399.04,562,17,350310.28,0.21,0.463,0.391,1014.96,0.192,Poor,0,Salaried,Home Purchase,Divorced,1,0
282613.61,4.49,83382.91,694,10,279679.51,0.37,1.01,0.295,2927.84,0.421,Good,0,Self-employed,Home Purchase,Married,3,1
156349.41,5.75,55313.69,684,24,168521.27,0.21,0.928,0.354,1001.79,0.217,Good,0,Salaried,Home Purchase,Married,3,0
147001.84,3,95662.12,796,10,195828.57,0.24,0.751,0.651,1419.46,0.178,Very Good,0,Salaried,Home Purchase,Single,1,1
254741.33,5.97,57894.17,667,20,365688.26,0.15,0.697,0.227,1820.35,0.377,Fair,0,Salaried,Home Purchase,Married,2,1
244754.82,3.13,49007.92,623,11,175429.32,0.26,1.395,0.2,2193.77,0.537,Fair,0,Salaried,Home Purchase,Married,0,0
172071.98,4.17,50375.44,585,15,294747.15,0.5,0.584,0.293,1287.18,0.307,Fair,0,Salaried,Refinancing,Single,0,0
225411.28,5.59,83107.27,564,22,349523.54,0.35,0.645,0.369,1485.12,0.214,Poor,0,Salaried,Home Improvement,Married,0,0
187371.35,3.84,77009.4,463,15,329318.71,0.27,0.569,0.411,1370.6,0.214,Poor,0,Self-employed,Home Purchase,Single,1,1
230982.74,5.07,77312.99,501,20,356350.15,0.36,0.648,0.335,1533.87,0.238,Poor,0,Salaried,Home Purchase,Single,2,1
184735.01,3,62394.18,502,13,329834.7,0.24,0.56,0.338,1431.55,0.275,Poor,0,Salaried,Home Improvement,Single,0,1
226444.54,4.98,69258.02,638,10,204120.82,0.3,1.109,0.306,2399.25,0.416,Fair,0,Salaried,Home Purchase,Married,0,1
201168.93,5.35,79024.84,679,13,262769.54,0.36,0.766,0.393,1792.59,0.272,Good,0,Self-employed,Home Purchase,Married,2,1
170491.38,3.4,101456.03,631,20,240365.6,0.17,0.709,0.595,980.01,0.116,Fair,0,Salaried,Home Purchase,Married,2,0
246554.97,4.45,68300.22,588,23,204859.46,0.16,1.204,0.277,1428.32,0.251,Fair,0,Salaried,Home Purchase,Married,0,0
203516.52,4.64,82947.32,438,10,335109.06,0.34,0.607,0.408,2122.88,0.307,Poor,0,Salaried,Home Purchase,Divorced,0,0
249106.48,3.88,105655.05,671,17,170959.28,0.33,1.457,0.424,1669.92,0.19,Good,0,Unemployed,Home Purchase,Divorced,0,1
225587.62,3.36,87447.57,712,12,269342.65,0.22,0.838,0.388,1905.71,0.262,Good,0,Unemployed,Home Improvement,Single,2,0
197967.74,3.79,65050.63,574,16,279124.9,0.28,0.709,0.329,1376.49,0.254,Poor,0,Salaried,Home Purchase,Single,1,0
258908.38,4.08,74193.17,701,11,171699.71,0.28,1.508,0.287,2437.77,0.394,Good,0,Salaried,Refinancing,Single,2,0
212837.46,4.3,82616.22,596,13,179217.97,0.23,1.188,0.388,1783.03,0.259,Fair,0,Unemployed,Home Improvement,Married,0,0
223427.55,4.69,41976.37,589,15,213000.72,0.31,1.049,0.188,1731.22,0.495,Fair,0,Salaried,Home Purchase,Single,0,1
185288.04,4.46,61959.9,496,11,256202.75,0.22,0.723,0.334,1778.41,0.344,Poor,0,Salaried,Home Purchase,Married,0,1
177073.65,3.72,79497.71,414,18,252661.4,0.17,0.701,0.449,1125.81,0.17,Poor,0,Salaried,Home Improvement,Married,2,1
209394.74,3.66,112202.03,536,14,263557.75,0.24,0.794,0.536,1594.31,0.171,Poor,0,Self-employed,Refinancing,Married,0,0
155336.27,5.15,103264.86,552,19,281853.23,0.12,0.551,0.665,1069.19,0.124,Poor,0,Self-employed,Home Purchase,Married,0,0
207736.1,4.61,50816.04,714,10,318445.42,0.22,0.652,0.245,2163.53,0.511,Good,0,Salaried,Home Improvement,Married,2,0
210311.6,4.53,53961.88,688,15,217264.74,0.46,0.968,0.257,1611.66,0.358,Good,0,Salaried,Home Purchase,Single,0,0
148673.66,3.87,110080.08,701,17,173840.52,0.25,0.855,0.74,996.12,0.109,Good,0,Retired,Home Purchase,Divorced,1,0
264508.19,3,52202.09,488,16,351387.19,0.32,0.753,0.197,1736.32,0.399,Poor,0,Self-employed,Other,Single,0,1
272822.68,3.99,48087.06,651,14,150000,0.31,1.819,0.176,2121.8,0.529,Fair,0,Self-employed,Home Purchase,Single,0,0
268468.48,4.42,40000,581,14,212055.27,0.24,1.266,0.149,2145.43,0.644,Fair,0,Salaried,Home Purchase,Married,2,1
191518.6,3.16,64201.4,739,20,252469.24,0.44,0.759,0.335,1077.97,0.201,Good,0,Self-employed,Home Purchase,Divorced,0,0
208970.99,6,112203.45,610,18,310246.52,0.3,0.674,0.537,1584.34,0.169,Fair,0,Salaried,Home Improvement,Married,1,0
183066.41,5.72,92296.55,790,16,316093.38,0.39,0.579,0.504,1457.35,0.189,Very Good,0,Self-employed,Home Purchase,Married,0,1
237170.97,4.2,74745.07,481,10,334353.45,0.22,0.709,0.315,2423.36,0.389,Poor,0,Self-employed,Home Improvement,Single,0,1
191617.85,5.04,107111.18,600,18,268316.75,0.23,0.714,0.559,1351.67,0.151,Fair,0,Salaried,Home Improvement,Single,0,1
211051.95,4.4,112692.71,558,10,300024.48,0.29,0.703,0.534,2176.92,0.232,Poor,0,Self-employed,Home Purchase,Divorced,0,1
218551.36,4.01,64532.87,783,14,150000,0.1,1.457,0.295,1702.6,0.317,Very Good,0,Salaried,Home Purchase,Single,1,1
145533.61,6,43008.4,458,15,313974.3,0.24,0.464,0.296,1228.1,0.343,Poor,0,Retired,Home Purchase,Single,1,1
198495.43,4.6,48719.72,489,20,197284.88,0.46,1.006,0.245,1266.73,0.312,Poor,1,Salaried,Home Purchase,Married,0,0
246126.49,3,58393.82,634,19,188378.08,0.39,1.307,0.237,1417.54,0.291,Fair,0,Self-employed,Home Purchase,Single,3,1
350000,4.62,73452.89,674,18,188047.74,0.36,1.861,0.21,2390.15,0.39,Good,0,Retired,Home Purchase,Married,1,0
111851.21,4.41,108880.86,577,16,218349.26,0.19,0.512,0.973,813.02,0.09,Poor,0,Retired,Home Purchase,Married,1,1
168403.84,4.15,93046.16,612,22,214612.03,0.42,0.785,0.553,973.42,0.126,Fair,0,Retired,Other,Married,0,1
170229.72,4.82,57767.48,707,10,292584.22,0.23,0.582,0.339,1790.69,0.372,Good,0,Self-employed,Home Purchase,Single,0,0
138015.32,3.88,86780.09,648,21,174019.83,0.32,0.793,0.629,801.88,0.111,Fair,0,Self-employed,Home Purchase,Married,1,1
298154.74,3,87581.14,606,19,354394.6,0.28,0.841,0.294,1717.2,0.235,Fair,0,Unemployed,Refinancing,Single,0,0
198298.97,5.07,47689.6,670,15,344852.88,0.35,0.575,0.24,1575.7,0.396,Good,0,Self-employed,Home Purchase,Married,1,0
191934.16,3.51,64855.62,489,13,166798.56,0.22,1.151,0.338,1534.05,0.284,Poor,0,Salaried,Home Improvement,Married,3,0
231649.1,4,40000,710,11,271618.16,0.18,0.853,0.173,2172.11,0.652,Good,0,Salaried,Home Purchase,Single,3,0
170880.73,3.98,84982.65,534,14,318375.66,0.22,0.537,0.497,1328.42,0.188,Poor,0,Salaried,Home Improvement,Married,0,1
236935.59,5.13,69015.19,720,13,181710.65,0.22,1.304,0.291,2084.08,0.362,Good,0,Salaried,Home Purchase,Married,2,1
171290.85,5.21,75255.39,614,18,242893.64,0.35,0.705,0.439,1223.76,0.195,Fair,0,Unemployed,Home Purchase,Married,2,1
269582.39,3.32,96021.8,623,20,191233.42,0.25,1.41,0.356,1538.75,0.192,Fair,0,Salaried,Home Purchase,Married,1,1
207022.16,5.18,98071.78,766,10,150000,0.15,1.38,0.474,2213.83,0.271,Very Good,0,Salaried,Home Purchase,Single,0,1
269554.27,3.14,94268.01,672,18,326337.02,0.2,0.826,0.35,1634.79,0.208,Good,0,Salaried,Home Purchase,Single,0,1
230975.19,6,94252.77,761,16,205181.13,0.25,1.126,0.408,1874.22,0.239,Very Good,0,Salaried,Home Purchase,Single,2,1
100000,3,74061.81,516,19,287520.59,0.34,0.348,0.741,575.94,0.093,Poor,0,Salaried,Home Purchase,Married,1,0
139410.15,5.12,73028.37,850,20,345629.26,0.17,0.403,0.524,929.6,0.153,Excellent,0,Salaried,Home Purchase,Single,1,0
282414.74,4.51,104335.99,679,15,352661.52,0.3,0.801,0.369,2161.36,0.249,Good,0,Unemployed,Home Purchase,Divorced,2,0
184527.87,5.4,67066.73,756,10,277609.58,0.37,0.665,0.363,1993.51,0.357,Very Good,0,Retired,Home Purchase,Single,0,1
111709.73,3.69,45058.41,649,10,184888.19,0.43,0.604,0.403,1114.64,0.297,Fair,0,Salaried,Home Purchase,Single,2,0
175554.71,6,40000,568,10,273962.9,0.4,0.641,0.228,1949.02,0.585,Poor,0,Self-employed,Home Improvement,Single,0,0
182462.26,3.74,93784.33,802,17,286441.28,0.4,0.637,0.514,1210,0.155,Excellent,0,Salaried,Refinancing,Married,0,0
263955.09,5.82,72509.14,620,10,250463.97,0.39,1.054,0.275,2906.1,0.481,Fair,0,Self-employed,Refinancing,Single,1,1
158877.97,3,97111.93,645,10,168404.73,0.15,0.943,0.611,1534.14,0.19,Fair,0,Retired,Home Improvement,Single,2,0
194788.04,4.01,50128.58,675,22,400000,0.25,0.487,0.257,1111.22,0.266,Good,0,Salaried,Refinancing,Married,3,1
255382.12,6,69251.15,783,15,231091.61,0.36,1.105,0.271,2155.06,0.373,Very Good,0,Salaried,Home Improvement,Single,2,1
177074.06,4.61,80639.03,697,23,257033.17,0.44,0.689,0.455,1041.52,0.155,Good,0,Salaried,Other,Married,0,0
158161.32,6,112335.76,651,14,232330.36,0.2,0.681,0.71,1393.77,0.149,Fair,0,Retired,Home Purchase,Single,0,1
219067.46,6,60868.58,784,24,262136.36,0.34,0.836,0.278,1437.03,0.283,Very Good,0,Salaried,Home Purchase,Married,2,1
